 (5.000000000000000000e-01+0.000000000000000000e+00j)  (-6.305954884737730026e-03+2.271734178066253662e-03j)
 (5.101010101010100550e-01+0.000000000000000000e+00j)  (5.547355860471725464e-03+2.467052079737186432e-03j)
 (5.202020202020202211e-01+0.000000000000000000e+00j)  (4.274435807019472122e-03-1.287519931793212891e-03j)
 (5.303030303030302761e-01+0.000000000000000000e+00j)  (4.454329609870910645e-03-1.131765195168554783e-03j)
 (5.404040404040404422e-01+0.000000000000000000e+00j)  (6.428181659430265427e-03+1.049671508371829987e-02j)
 (5.505050505050504972e-01+0.000000000000000000e+00j)  (1.321295648813247681e-02-3.253476461395621300e-03j)
 (5.606060606060605522e-01+0.000000000000000000e+00j)  (3.585997503250837326e-03+3.140053013339638710e-03j)
 (5.707070707070707183e-01+0.000000000000000000e+00j)  (1.012812741100788116e-02+5.426375661045312881e-03j)
 (5.808080808080807733e-01+0.000000000000000000e+00j)  (1.839049719274044037e-02-9.846705012023448944e-03j)
 (5.909090909090909394e-01+0.000000000000000000e+00j)  (1.015437860041856766e-02-1.502222730778157711e-03j)
 (6.010101010101009944e-01+0.000000000000000000e+00j)  (1.882860809564590454e-02+7.844679988920688629e-03j)
 (6.111111111111111605e-01+0.000000000000000000e+00j)  (2.729398664087057114e-03+7.825125008821487427e-03j)
 (6.212121212121212155e-01+0.000000000000000000e+00j)  (1.413735561072826385e-03+4.766913596540689468e-03j)
 (6.313131313131312705e-01+0.000000000000000000e+00j)  (4.462089762091636658e-02+4.367743153125047684e-03j)
 (6.414141414141414366e-01+0.000000000000000000e+00j)  (3.783601336181163788e-03+7.485747803002595901e-03j)
 (6.515151515151514916e-01+0.000000000000000000e+00j)  (1.505866460502147675e-02+2.830038033425807953e-02j)
 (6.616161616161616577e-01+0.000000000000000000e+00j)  (-7.522022351622581482e-03+1.239800080657005310e-02j)
 (6.717171717171717127e-01+0.000000000000000000e+00j)  (1.597803831100463867e-02-7.053708541207015514e-04j)
 (6.818181818181818787e-01+0.000000000000000000e+00j)  (3.010507114231586456e-02+3.377683088183403015e-02j)
 (6.919191919191919338e-01+0.000000000000000000e+00j)  (3.080234490334987640e-02-1.685294788330793381e-03j)
 (7.020202020202019888e-01+0.000000000000000000e+00j)  (7.243267446756362915e-02+1.688018068671226501e-02j)
 (7.121212121212121549e-01+0.000000000000000000e+00j)  (6.367887556552886963e-02+6.004232447594404221e-03j)
 (7.222222222222222099e-01+0.000000000000000000e+00j)  (5.867582559585571289e-02+4.865415021777153015e-02j)
 (7.323232323232323759e-01+0.000000000000000000e+00j)  (3.149794787168502808e-02+4.177856072783470154e-02j)
 (7.424242424242424310e-01+0.000000000000000000e+00j)  (-6.849286728538572788e-04-5.636081565171480179e-03j)
 (7.525252525252525970e-01+0.000000000000000000e+00j)  (4.936758056282997131e-02+7.554184645414352417e-02j)
 (7.626262626262626521e-01+0.000000000000000000e+00j)  (7.962995767593383789e-02+3.808971866965293884e-02j)
 (7.727272727272727071e-01+0.000000000000000000e+00j)  (6.332299858331680298e-02+4.396443814039230347e-02j)
 (7.828282828282828731e-01+0.000000000000000000e+00j)  (1.133465319871902466e-01+1.582421921193599701e-02j)
 (7.929292929292929282e-01+0.000000000000000000e+00j)  (1.537581831216812134e-01+6.769824028015136719e-02j)
 (8.030303030303029832e-01+0.000000000000000000e+00j)  (1.001065671443939209e-01+7.056707143783569336e-02j)
 (8.131313131313131493e-01+0.000000000000000000e+00j)  (1.289372593164443970e-01+4.534363374114036560e-02j)
 (8.232323232323233153e-01+0.000000000000000000e+00j)  (1.399089992046356201e-01+7.088125497102737427e-02j)
 (8.333333333333333703e-01+0.000000000000000000e+00j)  (1.821773648262023926e-01+8.600250631570816040e-02j)
 (8.434343434343434254e-01+0.000000000000000000e+00j)  (1.924826055765151978e-01+7.058589719235897064e-03j)
 (8.535353535353535914e-01+0.000000000000000000e+00j)  (2.449182271957397461e-01+9.484431892633438110e-02j)
 (8.636363636363636465e-01+0.000000000000000000e+00j)  (1.893937736749649048e-01+7.846968621015548706e-02j)
 (8.737373737373737015e-01+0.000000000000000000e+00j)  (2.294214069843292236e-01+9.128283709287643433e-02j)
 (8.838383838383838675e-01+0.000000000000000000e+00j)  (1.826398074626922607e-01+7.950906455516815186e-02j)
 (8.939393939393940336e-01+0.000000000000000000e+00j)  (1.980984210968017578e-01+1.369778960943222046e-01j)
 (9.040404040404040886e-01+0.000000000000000000e+00j)  (2.232704609632492065e-01+1.002713218331336975e-01j)
 (9.141414141414141437e-01+0.000000000000000000e+00j)  (2.304354906082153320e-01+5.585583299398422241e-02j)
 (9.242424242424243097e-01+0.000000000000000000e+00j)  (4.244607985019683838e-01+1.688687354326248169e-01j)
 (9.343434343434343647e-01+0.000000000000000000e+00j)  (3.176518380641937256e-01+1.014455929398536682e-01j)
 (9.444444444444444198e-01+0.000000000000000000e+00j)  (3.042758703231811523e-01+2.320338040590286255e-01j)
 (9.545454545454545858e-01+0.000000000000000000e+00j)  (4.399485290050506592e-01+1.313556134700775146e-01j)
 (9.646464646464647519e-01+0.000000000000000000e+00j)  (5.368317961692810059e-01+2.654245793819427490e-01j)
 (9.747474747474748069e-01+0.000000000000000000e+00j)  (6.039599180221557617e-01+2.498002499341964722e-01j)
 (9.848484848484848619e-01+0.000000000000000000e+00j)  (6.197159290313720703e-01+3.485635817050933838e-01j)
 (9.949494949494950280e-01+0.000000000000000000e+00j)  (4.633719921112060547e-01+2.097184360027313232e-01j)
 (1.005050505050505194e+00+0.000000000000000000e+00j)  (6.076295375823974609e-01+3.404026329517364502e-01j)
 (1.015151515151515138e+00+0.000000000000000000e+00j)  (5.714694857597351074e-01+1.807839721441268921e-01j)
 (1.025252525252525304e+00+0.000000000000000000e+00j)  (4.891693294048309326e-01+2.790798246860504150e-01j)
 (1.035353535353535470e+00+0.000000000000000000e+00j)  (7.507979869842529297e-01+4.328094720840454102e-01j)
 (1.045454545454545414e+00+0.000000000000000000e+00j)  (6.823049783706665039e-01+2.439185529947280884e-01j)
 (1.055555555555555580e+00+0.000000000000000000e+00j)  (8.913789987564086914e-01+2.017853707075119019e-01j)
 (1.065656565656565746e+00+0.000000000000000000e+00j)  (8.061428666114807129e-01+2.312180697917938232e-01j)
 (1.075757575757575690e+00+0.000000000000000000e+00j)  (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.085858585858585856e+00+0.000000000000000000e+00j)  (7.143938541412353516e-01+5.580000877380371094e-01j)
 (1.095959595959596022e+00+0.000000000000000000e+00j)  (8.144957423210144043e-01+5.024511218070983887e-01j)
 (1.106060606060605966e+00+0.000000000000000000e+00j)  (9.811121821403503418e-01+4.111339151859283447e-01j)
 (1.116161616161616355e+00+0.000000000000000000e+00j)  (1.108100652694702148e+00+2.074276804924011230e-01j)
 (1.126262626262626299e+00+0.000000000000000000e+00j)  (1.142850279808044434e+00+5.133986473083496094e-01j)
 (1.136363636363636465e+00+0.000000000000000000e+00j)  (1.368403315544128418e+00+4.389268755912780762e-01j)
 (1.146464646464646631e+00+0.000000000000000000e+00j)  (1.311714410781860352e+00+5.021929144859313965e-01j)
 (1.156565656565656575e+00+0.000000000000000000e+00j)  (1.492424130439758301e+00+5.153336524963378906e-01j)
 (1.166666666666666741e+00+0.000000000000000000e+00j)  (1.682166576385498047e+00+6.903070807456970215e-01j)
 (1.176767676767676907e+00+0.000000000000000000e+00j)  (2.180029630661010742e+00+8.347251415252685547e-01j)
 (1.186868686868686851e+00+0.000000000000000000e+00j)  (1.910743117332458496e+00+9.828380346298217773e-01j)
 (1.196969696969697017e+00+0.000000000000000000e+00j)  (2.355369567871093750e+00+1.068278312683105469e+00j)
 (1.207070707070707183e+00+0.000000000000000000e+00j)  (2.388712644577026367e+00+1.006345629692077637e+00j)
 (1.217171717171717127e+00+0.000000000000000000e+00j)  (2.781924724578857422e+00+1.021103620529174805e+00j)
 (1.227272727272727293e+00+0.000000000000000000e+00j)  (3.154365301132202148e+00+1.222071766853332520e+00j)
 (1.237373737373737459e+00+0.000000000000000000e+00j)  (3.214383125305175781e+00+1.174198508262634277e+00j)
 (1.247474747474747403e+00+0.000000000000000000e+00j)  (3.566114902496337891e+00+1.600744843482971191e+00j)
 (1.257575757575757791e+00+0.000000000000000000e+00j)  (3.923634529113769531e+00+1.649155259132385254e+00j)
 (1.267676767676767735e+00+0.000000000000000000e+00j)  (4.381731510162353516e+00+1.781391859054565430e+00j)
 (1.277777777777777679e+00+0.000000000000000000e+00j)  (4.337793350219726562e+00+1.633115291595458984e+00j)
 (1.287878787878788067e+00+0.000000000000000000e+00j)  (4.348237037658691406e+00+1.669885635375976562e+00j)
 (1.297979797979798011e+00+0.000000000000000000e+00j)  (4.321390628814697266e+00+1.772271394729614258e+00j)
 (1.308080808080808177e+00+0.000000000000000000e+00j)  (4.172318458557128906e+00+1.688450694084167480e+00j)
 (1.318181818181818343e+00+0.000000000000000000e+00j)  (3.897023677825927734e+00+1.670481562614440918e+00j)
 (1.328282828282828287e+00+0.000000000000000000e+00j)  (3.854977369308471680e+00+1.550985097885131836e+00j)
 (1.338383838383838453e+00+0.000000000000000000e+00j)  (3.368551492691040039e+00+1.234297752380371094e+00j)
 (1.348484848484848619e+00+0.000000000000000000e+00j)  (3.173636674880981445e+00+1.322708487510681152e+00j)
 (1.358585858585858563e+00+0.000000000000000000e+00j)  (2.828687191009521484e+00+1.046102404594421387e+00j)
 (1.368686868686868729e+00+0.000000000000000000e+00j)  (2.221390724182128906e+00+9.797054529190063477e-01j)
 (1.378787878787878896e+00+0.000000000000000000e+00j)  (1.872168183326721191e+00+5.577149391174316406e-01j)
 (1.388888888888888840e+00+0.000000000000000000e+00j)  (1.580662369728088379e+00+5.374751091003417969e-01j)
 (1.398989898989899228e+00+0.000000000000000000e+00j)  (1.351124405860900879e+00+6.868280768394470215e-01j)
 (1.409090909090909172e+00+0.000000000000000000e+00j)  (1.104086756706237793e+00+5.213958621025085449e-01j)
 (1.419191919191919116e+00+0.000000000000000000e+00j)  (8.080545067787170410e-01+3.277092874050140381e-01j)
 (1.429292929292929504e+00+0.000000000000000000e+00j)  (6.652504205703735352e-01+2.476068884134292603e-01j)
 (1.439393939393939448e+00+0.000000000000000000e+00j)  (3.653463125228881836e-01+2.042621821165084839e-01j)
 (1.449494949494949614e+00+0.000000000000000000e+00j)  (2.755549252033233643e-01+4.599900171160697937e-02j)
 (1.459595959595959780e+00+0.000000000000000000e+00j)  (3.455451726913452148e-01+9.140449017286300659e-02j)
 (1.469696969696969724e+00+0.000000000000000000e+00j)  (2.616413235664367676e-01+5.224547162652015686e-02j)
 (1.479797979797979890e+00+0.000000000000000000e+00j)  (1.531277447938919067e-01+3.357406333088874817e-02j)
 (1.489898989898990056e+00+0.000000000000000000e+00j)  (1.685304492712020874e-01+1.025080680847167969e-01j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)  (9.259092807769775391e-02+2.307414636015892029e-02j)
