5.800000000000000711e-01 1.381389923095703125e+02
5.884848484848486105e-01 1.540312194824218750e+02
5.969696969696970390e-01 1.016443023681640625e+02
6.054545454545454675e-01 1.237069396972656250e+02
6.139393939393940069e-01 2.038070373535156250e+02
6.224242424242425464e-01 1.844142303466796875e+02
6.309090909090909749e-01 1.589141235351562500e+02
6.393939393939394034e-01 1.903047943115234375e+02
6.478787878787879428e-01 2.313095703125000000e+02
6.563636363636364823e-01 1.715408935546875000e+02
6.648484848484849108e-01 1.970772094726562500e+02
6.733333333333333393e-01 2.997403259277343750e+02
6.818181818181818787e-01 2.367107543945312500e+02
6.903030303030304182e-01 1.920603637695312500e+02
6.987878787878788467e-01 3.042186584472656250e+02
7.072727272727272751e-01 2.731122436523437500e+02
7.157575757575758146e-01 2.346690368652343750e+02
7.242424242424243541e-01 3.104058837890625000e+02
7.327272727272727826e-01 2.959019470214843750e+02
7.412121212121212110e-01 3.247476501464843750e+02
7.496969696969697505e-01 3.051342773437500000e+02
7.581818181818182900e-01 4.613330993652343750e+02
7.666666666666667185e-01 2.822230529785156250e+02
7.751515151515151469e-01 4.718275146484375000e+02
7.836363636363636864e-01 3.241486206054687500e+02
7.921212121212122259e-01 4.121723632812500000e+02
8.006060606060606544e-01 6.234010620117187500e+02
8.090909090909090828e-01 5.043988647460937500e+02
8.175757575757576223e-01 4.928104248046875000e+02
8.260606060606061618e-01 6.116842651367187500e+02
8.345454545454545903e-01 6.944089965820312500e+02
8.430303030303030187e-01 6.845476684570312500e+02
8.515151515151515582e-01 6.908488159179687500e+02
8.600000000000000977e-01 7.864797973632812500e+02
8.684848484848485262e-01 8.413336791992187500e+02
8.769696969696969546e-01 8.192222290039062500e+02
8.854545454545454941e-01 8.479691162109375000e+02
8.939393939393940336e-01 9.987147827148437500e+02
9.024242424242424621e-01 1.036940551757812500e+03
9.109090909090908905e-01 8.778637084960937500e+02
9.193939393939394300e-01 1.321266967773437500e+03
9.278787878787879695e-01 1.629924804687500000e+03
9.363636363636363980e-01 1.450838500976562500e+03
9.448484848484848264e-01 1.655359741210937500e+03
9.533333333333333659e-01 1.916296386718750000e+03
9.618181818181819054e-01 1.651832641601562500e+03
9.703030303030303338e-01 1.824363281250000000e+03
9.787878787878787623e-01 1.844207397460937500e+03
9.872727272727273018e-01 2.250521728515625000e+03
9.957575757575758413e-01 2.650572998046875000e+03
1.004242424242424381e+00 2.585415039062500000e+03
1.012727272727272698e+00 2.788507812500000000e+03
1.021212121212121238e+00 1.550343994140625000e+03
1.029696969696969777e+00 1.744695190429687500e+03
1.038181818181818095e+00 1.871003540039062500e+03
1.046666666666666634e+00 1.802300781250000000e+03
1.055151515151515174e+00 1.837316650390625000e+03
1.063636363636363713e+00 1.698926879882812500e+03
1.072121212121212253e+00 1.630148315429687500e+03
1.080606060606060570e+00 1.255514282226562500e+03
1.089090909090909109e+00 1.112611816406250000e+03
1.097575757575757649e+00 9.266729736328125000e+02
1.106060606060605966e+00 1.054110229492187500e+03
1.114545454545454506e+00 8.006193237304687500e+02
1.123030303030303045e+00 8.251116333007812500e+02
1.131515151515151585e+00 8.097174682617187500e+02
1.140000000000000124e+00 7.164704589843750000e+02
1.148484848484848442e+00 7.155683593750000000e+02
1.156969696969696981e+00 8.490160522460937500e+02
1.165454545454545521e+00 5.341141357421875000e+02
1.173939393939393838e+00 7.081036376953125000e+02
1.182424242424242378e+00 7.111154174804687500e+02
1.190909090909090917e+00 5.228021240234375000e+02
1.199393939393939457e+00 4.964813232421875000e+02
1.207878787878787996e+00 4.146923828125000000e+02
1.216363636363636314e+00 4.301411743164062500e+02
1.224848484848484853e+00 4.409023742675781250e+02
1.233333333333333393e+00 4.306008605957031250e+02
1.241818181818181710e+00 3.297454223632812500e+02
1.250303030303030249e+00 4.415880126953125000e+02
1.258787878787878789e+00 3.951784667968750000e+02
1.267272727272727328e+00 2.570136108398437500e+02
1.275757575757575868e+00 3.880307312011718750e+02
1.284242424242424185e+00 3.609866333007812500e+02
1.292727272727272725e+00 1.897640686035156250e+02
1.301212121212121264e+00 3.066150512695312500e+02
1.309696969696969582e+00 2.868104858398437500e+02
1.318181818181818121e+00 2.225180664062500000e+02
1.326666666666666661e+00 2.396172790527343750e+02
1.335151515151515200e+00 2.216665496826171875e+02
1.343636363636363740e+00 1.609980621337890625e+02
1.352121212121212057e+00 1.910816345214843750e+02
1.360606060606060597e+00 2.131698608398437500e+02
1.369090909090909136e+00 1.806132507324218750e+02
1.377575757575757454e+00 1.345302124023437500e+02
1.386060606060605993e+00 1.561834259033203125e+02
1.394545454545454533e+00 1.755270996093750000e+02
1.403030303030303072e+00 1.209308242797851562e+02
1.411515151515151612e+00 1.023924636840820312e+02
1.419999999999999929e+00 1.549653320312500000e+02
